상태,피그마,key,설명,en,lo,th,zh
번역 완료,ADMIN 드라이버관리,Enter the mobile number of driver (numbers only),,Enter the mobile number of driver (numbers only),ໃສ່ເບີໂທລະສັບມືຖືຂອງຜູ້ຂັບລົດຂົນສົ່ງ (ຕົວເລກເທົ່ານັ້ນ),,
번역 완료,ADMIN 설정,Enter the name of administrator,,Enter the name of administrator,ໃສ່ຊື່ຜູ້ດູແລລະບົບ,กรอกชื่อผู้ดูแลระบบ,
번역 완료,ADMIN 회원관리,Enter the name of client,,Enter the name of client,ໃສ່ຊື່ລູກຄ້າ,,
번역 완료,ADMIN 지원,Enter the name of driver,,Enter the name of driver,ໃສ່ຊື່ຄົນຂັບລົດ,กรอกชื่อผู้ขับขี่,
번역 완료,ADMIN 설정,Enter the name of hub,,Enter the name of hub,ໃສ່ ຊື່ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,"Enter the name of sender ",,"Enter the name of sender ",ໃສ່  ຊື່ຜູ້ສົ່ງພັດສະດຸ,,
번역 완료,ADMIN 지원,Enter the order number,,Enter the order number,ໃສ່ ເລກທີຄຳສັ່ງຂົນສົ່ງ,,
번역 완료,ADMIN 드라이버관리,Enter the order number (E/K-000000000000000),,Enter the order number (E/K-000000000000000),ໃສ່ເລກທີ ຄຳສັ່ງຂົນສົ່ງ (E/K-000000000000000),,
확인 필요,ADMIN 콕콕관리,Enter the order number (numbers only),,Enter the order number (numbers only),ໃສ່ ເລກທີຄຳສັ່ງຂົນສົ່ງ (ຕົວເລກ ເທົ່ານັ້ນ),,
번역 완료,,Enter the orders,,Enter the orders,ໃສ່ຄໍາສັ່ງ,,
번역 완료,ADMIN 무브관리,Enter the passenger mobile number,,Enter the passenger mobile number,ໃສ່ເບີໂທລະສັບຂອງຜູ້ໂດຍສານ.,กรอกหมายเลขโทรศัพท์มือถือของผู้โดยสาร,
번역 완료,"ADMIN 무브관리, ADMIN 차량관리",Enter the plate number,,Enter the plate number,ໃສ່ເລກທະບຽນ,กรอกเลขทะเบียน,
번역 완료,ADMIN 지원,Enter the recipient name,,Enter the recipient name,ໃສ່  ຊື່ຜູ້ຮັບ,,
번역 완료,ADMIN 차량관리,Enter the repair shop name,,Enter the repair shop name,ໃສ່ຊື່ຮ້ານສ້ອມແປງ,,
번역 완료,ADMIN 지원,Enter the review version number,,Enter the review version number,ໃສ່ໝາຍເລກເວີຊັນກວດສອບຄືນ,,
번역 완료,ADMIN 콕콕관리,Enter the sender mobile number,,Enter the sender mobile number,ໃສ່ເບີໂທລະສັບມືຖືຂອງຜູ້ສົ່ງ.,กรอกหมายเลขโทรศัพท์มือถือของผู้ส่ง,
번역 완료,ADMIN 지원,Enter the subject,,Enter the subject,ໃສ່ຫົວຂໍ້,ป้อนชื่อ,
번역 완료,,Enter the total orders,,Enter the total orders,ໃສ່ຄໍາສັ່ງທັງຫມົດ,,
번역 완료,ADMIN 차량관리,Enter the vehicle brand,,Enter the vehicle brand,ໃສ່ຍີ່ຫໍ້ລົດ,ป้อนยี่ห้อรถยนต์,
번역 완료,ADMIN 차량관리,Enter the vehicle ID number,,Enter the vehicle ID number,ໃສ່ໝາຍເລກປະຈຳຕົວລົດ,ป้อนหมายเลขประจำตัวยานพาหนะ,
번역 완료,ADMIN 차량관리,Enter the vehicle model,,Enter the vehicle model,ໃສ່ປະເພດຍານພາຫະນະ,ระบุรุ่นรถ,
번역 완료,,Enter the vehicle package fee,,Enter the vehicle package fee,ໃສ່ຄ່າບໍໍາລຸງຮັກສາ,,
번역 완료,,Enter the weekly deductions,,Enter the weekly deductions,ໃສ່ການຫັກລົບປະຈໍາອາທິດ,,
번역 완료,ADMIN 지원,Enter URL of the page you want to link,,Enter URL of the page you want to link,ທີ່ຢູ່ເວັບໄຊ  ທີ່ທ່ານຕ້ອງການເຊື່ອມໂຍງ,,
번역 완료,ADMIN 드라이버관리,Enter vehicle model,,Enter vehicle model,ໃສ່ ໂມເດລ ຂອງຍານພາຫະນະ,,
번역 완료,ADMIN 기타,Enter your name,,Enter your name,ໃສ່ຊື່ຂອງທ່ານ,,
번역 완료,ADMIN 무브관리,Estimated price,,Estimated price,ລາຄາຄາດຄະເນ,ราคาโดยประมาณ,
번역 완료,ADMIN 차량관리,Estimated repair due date,,Estimated repair due date,ຄາດຄະເນວັນທີການສ້ອມແປງສໍາເລັດ,,
번역 완료,ADMIN 차량관리,Estimated repair due date has been changed.,,Estimated repair due date has been changed.,ຄາດຄະເນວັນທີການສ້ອມແປງສໍາເລັດໄດ້ຖືກປ່ຽນແລ້ວ.,,
번역 완료,ADMIN 차량관리,ETC,,ETC,ອື່ນໆ,,
병합 필요,ADMIN 콕콕관리,etc.,,etc.,ອື່ນໆ,,
번역 완료,ADMIN 차량관리,EV Car,,EV Car,ລົດຍົນໄຟຟ້າ,,
번역 완료,ADMIN 차량관리,EV Car,,EV Car,ລົດຍົນໄຟຟ້າ,,
번역 완료,ADMIN 무브배차,EV TukTuk,,EV TukTuk,ລົດສາມລໍ້ໄຟຟ້າ,รถตุ๊กตุ๊กไฟฟ้า,EV嘟嘟车
번역 완료,ADMIN 지원,Existing clients,,Existing clients,ລູກຄ້າທີ່ມີຢູ່,,
번역 완료,ADMIN 지원,Expiration period,,Expiration period,ລວມ ໄລຍະເວລາ,,
번역 완료,ADMIN 드라이버관리,Expiration time,,Expiration time,ເວລາຫມົດອາຍຸ,เวลาหมดอายุ,
번역 완료,ADMIN 드라이버관리,Export,,Export,ດາວໂຫຼດຂໍ້ມູນ,,
번역 완료,ADMIN 드라이버관리,Failed,,Failed,ລົ້ມເຫຼວແລ້ວ,사용하지 않음,
번역 완료,ADMIN 모니터링,"Failed copying mobile number, please try again later.",전화번호 복사 실패시 표기되는 토스트 문구,"Failed copying mobile number, please try again later.","ການສຳເນົາເບີໂທລະສັບລົ້ມເຫລວ, ກະລຸນາລອງໃໝ່ໃນພາຍຫຼັງ.",,
번역 완료,ADMIN 배터리,Failed to add the battery.,,Failed to add the battery.,ເພີ່ມແບດເຕີລີບໍ່ສຳເລັດ.,,
번역 완료,ADMIN 드라이버관리,Failed to match a vehicle,,Failed to match a vehicle,ຈັບຄູ່ຍານພາຫະນະລົ້ມເຫລວ,,
번역 완료,ADMIN 드라이버관리,Failed to match the vehicle,,Failed to match the vehicle,ຈັບຄູ່ຍານພາຫະນະລົ້ມເຫລວ,,
번역 완료,ADMIN 드라이버관리,Failed to modify the hero's (or driver's) settlement amount. Please try again later.,,Failed to modify the hero's (or driver's) settlement amount. Please try again later.,ບໍ່ສາມາດແກ້ໄຂຈໍານວນການຊໍາລະຂອງ hero (ຫຼືຄົນຂັບ). ກະລຸນາລອງໃໝ່ອີກຄັ້ງ.,,
번역 완료,,Failed to search. Please check the mobile number once again.,,Failed to search. Please check the mobile number once again.,ລົ້ມເຫລວໃນການຄົ້ນຫາ. ກະລຸນາກວດເບິ່ງເບີໂທລະສັບມືຖືອີກຄັ້ງ.,,
번역 완료,ADMIN 드라이버관리,Failed to search. Please check the plate number again.,,Failed to search. Please check the plate number again.,ຄົ້ນຫາລົ້ມເຫລວ. ກະລຸນາກວດເບິ່ງໝາຍເລກປ້າຍທະບຽນອີກຄັ້ງ.,,
번역 완료,ADMIN 지원,"Failed to send the message, please try again later.",,"Failed to send the message, please try again later.","ສົ່ງຂໍ້ຄວາມບໍ່ສຳເລັດ, ກະລຸນາລອງໃໝ່ໃນພາຍຫຼັງ.",ไม่สามารถส่งข้อความได้ โปรดลองอีกครั้งในภายหลัง,
병합 필요,ADMIN. 캘린더,FEB,Month (short),FEB,ເດືອນກຸມພາ,,
번역 완료,ADMIN. 캘린더,February,Month (full),February,ເດືອນກຸມພາ,,
번역 완료,ADMIN 지원,File,,File,ໄຟລ໌,,
번역 완료,ADMIN 지원,File exceed size limit of 1MB.,,File exceed size limit of 1MB.,ຂະໜາດຂອງຟາຍລ໌ ຈະຕ້ອງບໍ່ເກີນ 1MB,,
번역 완료,ADMIN 지원,File format is not supported.,,File format is not supported.,ບໍ່ຮອງຮັບ Format ຟາຍລ໌ ນີ້.,,
번역 완료,ADMIN 드라이버관리,First name,,First name,ຊື່,,
번역 완료,ADMIN 지원,First version,,First version,ເວີຊັນທໍາອິດ,,
병합 필요,ADMIN 콕콕관리,Food,,Food,ອາຫານ,,
번역 완료,ADMIN 지원,For all,,For all,ສໍາລັບທັງຫມົດ,,
번역 완료,ADMIN 지원,For someone,,For someone,ສຳລັບບາງຄົນ,,
번역 완료,ADMIN 일반배송(보류),Forwarded,,Forwarded,ສົ່ງຕໍ່ແລ້ວ,,
번역 완료,ADMIN 일반배송(보류),Forwarding,,Forwarding,ກຳລັງສົ່ງຕໍ່,,
병합 필요,ADMIN 콕콕관리,Fragile items,,Fragile items,ສິ່ງຂອງແຕກຫັກງ່າຍ,,
번역 완료,ADMIN 차량관리,Frame number,,Frame number,ໝາຍເລກຖັງ,,
번역 완료,ADMIN 차량관리,Frame number has been added.,,Frame number has been added.,ເລກຖັງຖືກເພີ່ມແລ້ວ,,
병합 필요,ADMIN. 캘린더,Fri,요일,Fri,ວັນສຸກ,,
번역 완료,"ADMIN. 캘린더, Client. 캘린더",From,,From,ຈາກ,,
병합 필요,ADMIN 콕콕관리,Fruit / Vegetable,,Fruit / Vegetable,ໝາກໄມ້ / ຜັກ,,
번역 완료,ADMIN 차량관리,Fuel type,,Fuel type,ປະເພດນໍ້າມັນເຊື້ອໄຟ,,
번역 완료,ADMIN 차량관리,Fuel type has been changed.,,Fuel type has been changed.,ປະເພດນໍ້າມັນໄດ້ຖືກປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 차량관리,Gasoline,,Gasoline,ນ້ຳມັນເຊື້ອໄຟ,,
번역 완료,ADMIN 차량관리,Glass,,Glass,ແວ່ນ,,
번역 완료,ADMIN 차량관리,GMS,,GMS,GMS,,
번역 완료,ADMIN 차량관리,GMS (XMK),,GMS (XMK),GMS (ໄຊມຸງຄຸນ),,
번역 완료,ADMIN 기타,Go home,,Go home,ກັບໄປໜ້າຫຼັກ,กลับสู่หน้าหลัก,
번역 완료,ADMIN 일반배송(보류),Goods arrived,,Goods arrived,ເຄື່ອງຮອດຈຸດໝາຍແລ້ວ,,
번역 완료,ADMIN 지원,Google Play,,Google Play,Google Play,,
번역 완료,ADMIN 설정,Grade,,Grade,ລະດັບ,,
번역 완료,ADMIN 회원관리,Green,,Green,Green,,
번역 완료,ADMIN 드라이버관리,Group number,,Group number,ໝາຍເລກກຸ່ມ,หมายเลขกลุ่ม,
번역 완료,ADMIN 일반배송(보류),H→D Driver,,H→D Driver,H→D ຄົນຂັບ,,
번역 완료,ADMIN 설정,Head office manager,,Head office manager,ຜູ້ຈັດການສູນຫຼັກ,,
번역 완료,ADMIN 로지스틱스(보류),Height,,Height,ລວງສູງ,,
번역 완료,,Hero,,Hero,ຮີໂຣ,,
번역 완료,ADMIN 드라이버관리,Hero earnings has been changed.,,Hero earnings has been changed.,ລາຍໄດ້ຂອງ Hero ໄດ້ມີການປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,Hero ID,,Hero ID,ລະຫັດ Hero,,
번역 완료,"ADMIN 랭킹, RANKING 메인",Hero ranking,,Hero ranking,ການຈັດອັນດັບ Hero,,
번역 완료,ADMIN 드라이버관리,Hero type,,Hero type,ປະເພດ Hero,,
번역 완료,ADMIN 드라이버관리,Hero type has been changed.,토스트,Hero type has been changed.,ປະເພດ Hero ໄດ້ຮັບການປ່ຽນແປງແລ້ວ,,
번역 완료,ADMIN 지원,Hex color code is 6 characters.,,Hex color code is 6 characters.,ລະຫັດສີ Hex ມີ 6 ຕົວອັກສອນ.,,
번역 완료,ADMIN 콕콕관리,Hide,,Hide,ເຊື່ອງ,,
번역 완료,ADMIN 회원관리,History,,History,ປະຫວັດ,,
번역 완료,ADMIN 콕콕관리,History & Track,,History & Track,ປະຫວັດ & ການຕິດຕາມ,,
번역 완료,,Hour,,Hour,ຊົ່ວໂມງ,ชั่วโมง,
번역 완료,ADMIN 드라이버관리,"Hours are based on schedule group, not actual work hours.",,"Hours are based on schedule group, not actual work hours.","ຊົ່ວໂມງແມ່ນອີງໃສ່ຕາຕະລາງກຸ່ມ, ບໍ່ແມ່ນຊົ່ວໂມງເຮັດວຽກຕົວຈິງ.",ชั่วโมงจะขึ้นอยู่กับกลุ่มกำหนดการ ไม่ใช่ชั่วโมงทำงานจริง,
번역 완료,ADMIN 모니터링,hr,,hr,ຊົ່ວໂມງ,ชั่วโมง,
번역 완료,ADMIN 지원,https://www.example.com,,https://www.example.com,https://www.example.com,,
번역 완료,ADMIN 일반배송(보류),Hub ➝ Drop-off,,Hub ➝ Drop-off,ສູນຂົນສົ່ງ ➝ ຈຸດສົ່ງເຄື່ອງລົງ,,
번역 완료,ADMIN 일반배송(보류),Hub ➝ Hub,,Hub ➝ Hub,ສູນຂົນສົ່ງ ➝ ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 설정,Hub address,,Hub address,ທີ່ຢູ່ ສູນຂົນສົ່ງ,,
번역 완료,"ADMIN 설정, ADMIN 일반배송(보류)",Hub list,,Hub list,ລາຍການ ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 설정,Hub management,,Hub management,ການຈັດການ ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 설정,Hub name,,Hub name,ຊື່ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 일반배송(보류),Hub to Hub,,Hub to Hub,ສູນຂົນສົ່ງ ຫາ ສູນຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,I need to change the shipping information,,I need to change the shipping information,ຈໍາເປັນຕ້ອງປ່ຽນຂໍ້ມູນການຂົນສົ່ງ,,
번역 완료,ADMIN 콕콕관리,I placed the order by mistake,,I placed the order by mistake,ຄຳສັ່ງຂົນສົ່ງຂອງຂ້ອຍ ຜິດພາດ,,
번역 완료,ADMIN 로그인,I’ll do it next time,,I’ll do it next time,ຂ້ອຍຈະເຮັດມັນເທື່ອຕໍ່ໄປ,,
번역 완료,ADMIN 드라이버관리,IB Cool Wallet image,,IB Cool Wallet image,ຮູບພາບ IB Cool Wallet,,
번역 완료,ADMIN 드라이버관리,IB Cool Wallet number,,IB Cool Wallet number,ໝາຍເລກກະເປົາເງິນ IB Cool,,
번역 완료,ADMIN 드라이버관리,IB Cool Wallet number has been changed.,,IB Cool Wallet number has been changed.,ໝາຍເລກກະເປົາເງິນ IB Cool ໄດ້ມີການປ່ຽນແປງ.,,
번역 완료,ADMIN 지원,"If the banner status is 'ON', it cannot be deleted.",,"If the banner status is 'ON', it cannot be deleted.","ຖ້າຫາກ ສະຖານະປ້າຍໂຄສະນາເປັນ""ເປີດ"", ມັນບໍ່ສາມາດ ຖືກລຶບອອກ.",,
번역 완료,ADMIN 지원,"If the banner status is 'ON', it cannot be modified.",,"If the banner status is 'ON', it cannot be modified.",ຖ້າສະຖານະປ້າຍໂຄສະນາແມ່ນ 'ເປີດ' ມັນບໍ່ສາມາດແກ້ໄຂໄດ້.,หากสถานะแบนเนอร์เป็น 'เปิด' ก็ไม่สามารถแก้ไขได้,
번역 완료,ADMIN 기타,"If there are any problems with delivery, such as misdelivered, lost or damaged packages, Please fill out the information below.",,"If there are any problems with delivery, such as misdelivered, lost or damaged packages, Please fill out the information below.","ຖ້າຫາກທ່ານມີບັນຫາເກີດຂຶ້ນກັບການຂົນສົ່ງ ເຊັ່ນ: ສົ່ງພັດສະດຸ ຜິດ, ບໍ່ຄົບ ຫຼື ເສຍຫາຍ. ກະລຸນາແຈ້ງຂໍ້ມູນ ດ້ານລຸ່ມນີ້:",,
번역 완료,ADMIN 지원,"If there is a matched vehicle, the driver type cannot be changed.",,"If there is a matched vehicle, the driver type cannot be changed.","ຖ້າມີຍານພາຫະນະທີ່ກົງກັນ, ປະເພດຄົນຂັບບໍ່ສາມາດປ່ຽນແປງໄດ້.",หากมียานพาหนะที่ตรงกัน ประเภทของผู้ขับขี่จะไม่สามารถเปลี่ยนได้,
번역 완료,ADMIN 콕콕관리,Image,,Image,ຮູບພາບ,,
번역 완료,ADMIN 무브관리,Impossible to pick-up,,Impossible to pick-up,ບໍ່ສາມາດ ໄປຮັບຜູ້ໂດຍສານໄດ້,ไม่สามารถไปรับได้,
번역 완료,ADMIN 드라이버관리,In,,In,ຝາກເຂົ້າ,사용하지 않음,
번역 완료,ADMIN 지원,In progress,,In progress,ກຳລັງດຳເນີນຢູ່,,
번역 완료,ADMIN 모니터링,Inactivated,,Inactivated,ປິດໃຊ້ງານ,ปิดการใช้งาน,
번역 완료,ADMIN 모니터링,Inactivation,,Inactivation,ການປິດໃຊ້ງານ,การปิดใช้งาน,
번역 완료,ADMIN 로그인,Incorrect email or password.,,Incorrect email or password.,ອີເມວ ຫຼືລະຫັດຜ່ານບໍ່ຖືກຕ້ອງ.,,
번역 완료,,Individual,,Individual,ບຸກຄົນ,,
번역 완료,ADMIN 드라이버관리,Individual driver,,Individual driver,ຄົນ​ຂັບ​ລົດ​ສ່ວນ​ບຸກ​ຄົນ​,คนขับส่วนบุคคล,
번역 완료,"ADMIN 지원, ADMIN 회원관리",Inquiry,,Inquiry,ການສອບຖາມ,,
번역 완료,ADMIN 지원,Inquiry details,,Inquiry details,ສອບຖາມລາຍລະອຽດ,รายละเอียดสอบถามรายละเอียด,
번역 완료,ADMIN 지원,Inquiry information,,Inquiry information,ຂໍ້ມູນການສອບຖາມ,,
번역 완료,ADMIN 지원,Inquiry type,,Inquiry type,ປະເພດການສອບຖາມ,ประเภทสอบถาม,
병합 필요,ADMIN 콕콕관리,Insurance,,Insurance,ປະກັນໄພ,,
번역 완료,ADMIN 드라이버관리,Internal policy related,,Internal policy related,ນະໂຍບາຍພາຍໃນທີ່ກ່ຽວຂ້ອງ,,
번역 완료,,Invalid time value.,,Invalid time value.,ຄ່າເວລາບໍ່ຖືກຕ້ອງ.,ค่าเวลาไม่ถูกต้อง,
번역 완료,ADMIN 차량관리,Inverter,,Inverter,ເຄື່ອງແປງກະແສໄຟຟ້າ,,
번역 완료,ADMIN 지원,iOS,,iOS,iOS,,
번역 완료,ADMIN 지원,iOS App Store,,iOS App Store,iOS App Store,,
번역 완료,ADMIN 설정,Is not a current password,,Is not a current password,ບໍ່ແມ່ນລະຫັດປັດຈຸບັນ,,
번역 완료,ADMIN 지원,Issued to,,Issued to,ອອກໃຫ້,,
번역 완료,ADMIN 지원,It cannot be deleted if the popup status has been set as 'ON'.,,It cannot be deleted if the popup status has been set as 'ON'.,"ບໍ່ສາມາດລຶບໄດ້ ຖ້າສະນະປ໋ອບອັບຖືກຕັ້ງເປັນ ""ON""",,
번역 완료,ADMIN 지원,It cannot be modified if the popup status has been set as 'ON'.,,It cannot be modified if the popup status has been set as 'ON'.,"ບໍ່ໍ່ສາມາດແກ້ ໄຂໄດ້ຖ້າສະນະປ໋ອບອັບເປັນ ""ON""",,
번역 완료,ADMIN 드라이버관리,It's taking too long,,It's taking too long,ການດຳເນີນການ ຊັກຊ້າ,,
병합 필요,ADMIN. 캘린더,JAN,Month (short),JAN,ເດືອນມັງກອນ,,
번역 완료,ADMIN. 캘린더,January,Month (full),January,ເດືອນມັງກອນ,,
병합 필요,ADMIN. 캘린더,JUL,Month (short),JUL,ເດືອນກໍລະກົດ,,
번역 완료,ADMIN. 캘린더,July,Month (full),July,ເດືອນກໍລະກົດ,,
병합 필요,ADMIN. 캘린더,JUN,Month (short),JUN,ເດືອນມິຖຸນາ,,
번역 완료,ADMIN. 캘린더,June,Month (full),June,ເດືອນມິຖຸນາ,,
번역 완료,ADMIN 설정,Keep your account safe by regularly changing the password.,,Keep your account safe by regularly changing the password.,ຮັກສາບັນຊີຂອງທ່ານໃຫ້ປອດໄພ ດ້ວຍການປ່ຽນລະຫັດຜ່ານເປັນປະຈຳ.,,
번역 완료,ADMIN 지원,KOKKOK,,KOKKOK,KOKKOK,,
번역 완료,ADMIN 통계,KOKKOK (all),,KOKKOK (all),KOKKOK (ທັງຫມົດ),KOKKOK (ทั้งหมด),
번역 완료,ADMIN 드라이버관리,KOKKOK complete,,KOKKOK complete,KOKKOK ສຳເລັດ,,
번역 완료,ADMIN 콕콕관리,KOKKOK delivery,필터,KOKKOK delivery,KOKKOK ຮັບ-ສົ່ງເຖິງທີ່,,
번역 완료,ADMIN 콕콕관리,KOKKOK management,콕콕 관리,KOKKOK management,KOKKOK ການຈັດການ,,
번역 완료,ADMIN 드라이버관리,KOKKOK vehicle matching,,KOKKOK vehicle matching,ການຈັບຄູ່ລົດ KOKKOK,จับคู่รถ KOKKOK,
번역 완료,ADMIN 회원관리,Kolao,,Kolao,Kolao,,
번역 완료,ADMIN 차량관리,KOLAO CARE (XMK),,KOLAO CARE (XMK),KOLAO CARE (ໄຊມຸງຄຸນ),,
번역 완료,ADMIN 지원,LAK,,LAK,ກີບ,,
번역 완료,ADMIN 콕콕관리,Lao QR (Recipient),,Lao QR (Recipient),Lao QR (ຜູ້ຮັບ),라오추가,
번역 완료,ADMIN 콕콕관리,Lao QR (Sender),,Lao QR (Sender),Lao QR (ຜູ້ສົ່ງ),라오추가,
번역 완료,ADMIN 설정,Last login date,,Last login date,ວັນທີເຂົ້າສູ່ລະບົບຄັ້ງສຸດທ້າຍ,,
번역 완료,ADMIN 드라이버관리,Last modified,,Last modified,ວັນທີແກ້ໄຂ ລ້າສຸດ,,
번역 완료,ADMIN 드라이버관리,Last month orders,,Last month orders,ຄຳສັ່ງຂົນສົ່ງ ໃນເດືອນຜ່ານມາ,,
번역 완료,ADMIN 드라이버관리,Last name,,Last name,ນາມສະກຸນ,,
번역 완료,ADMIN 드라이버관리,Last shipping,,Last shipping,ການຂົນສົ່ງ ຄັ້ງສຸດລ້າສຸດ,,
번역 완료,ADMIN 지원,Last version,,Last version,ເວີຊັນຫຼ້າສຸດ,,
번역 완료,ADMIN 콕콕관리,Latest updated,,Latest updated,ອັບເດດຫຼ້າສຸດ,,
병합 필요,ADMIN 지원,Leave,,Leave,ອອກ,,
병합 필요,ADMIN 지원,Leave this page?,,Leave this page?,ອອກຈາກ ໜ້ານີ້?,,
번역 완료,ADMIN 회원관리,Level,,Level,ລະດັບ,,
번역 완료,ADMIN 회원관리,Level history,,Level history,ປະຫວັດລະດັບ,ประวัติระดับ,
번역 완료,ADMIN 지원,Link,,Link,ລິ້ງທີ່ຢູ່,,
번역 완료,ADMIN 지원,Linked,,Linked,ລິ້ງທີ່ຢູ່,,
번역 완료,ADMIN 콕콕관리,List,,List,ລາຍການ,,
번역 완료,ADMIN 콕콕관리,Location,,Location,ສະຖານທີ່,,
번역 완료,ADMIN 모니터링,Location of this vehicle is currently out of service. Please try again later.,,Location of this vehicle is currently out of service. Please try again later.,ສະຖານທີ່ຂອງຍານພາຫະນະນີ້ແມ່ນບໍ່ມີການບໍລິການ. ກະລຸນາລອງໃໝ່ໃນພາຍຫຼັງ.,ขณะนี้ตำแหน่งของยานพาหนะนี้ไม่สามารถใช้งานได้ กรุณาลองใหม่อีกครั้งในภายหลัง.,
번역 완료,ADMIN 로지스틱스(보류),Logistics,,Logistics,ການຂົນສົ່ງ,,
번역 완료,ADMIN 지원,Logo image,,Logo image,ຮູບໂລໂກ້,,
번역 완료,ADMIN 무브관리,Lost contact with customer,,Lost contact with customer,ຂາດການຕິດຕໍ່ ກັບລູກຄ້າ,ขาดการติดต่อกับลูกค้า,
번역 완료,ADMIN 드라이버관리,Main,,Main,ຫຼັກ,,
번역 완료,,Main driver,,Main driver,ຄົນຂັບຫຼັກ,,
번역 완료,ADMIN 드라이버관리,Main Hero,,Main Hero,Hero ຫຼັກ,,
번역 완료,ADMIN 드라이버관리,Management,,Management,ການຈັດການ,,
번역 완료,ADMIN 배터리,Manufacture number,,Manufacture number,ເລກໝາຍການຜະລິດ,,
번역 완료,ADMIN 무브관리,Map,,Map,ແຜນທີ່,,
병합 필요,ADMIN. 캘린더,MAR,Month (short),MAR,ເດືອນມີນາ,,
번역 완료,ADMIN. 캘린더,March,Month (full),March,ເດືອນມີນາ,,
번역 완료,ADMIN 드라이버관리,Marketing,,Marketing,ຂໍ້ມູນການຕະຫຼາດ,,
번역 완료,ADMIN 설정,Master,,Master,ອາຈານ,,
번역 완료,ADMIN 차량관리,Matched driver,,Matched driver,ຄົນຂັບທີ່ກົງກັນ,คนขับที่ตรงกัน,
번역 완료,,Matched driver information,,Matched driver information,ຂໍ້ມູນຄົນຂັບທີ່ກົງກັນ,,
번역 완료,,Maximum,,Maximum,ສູງສຸດ,,
병합 필요,ADMIN. 캘린더,MAY,Month (short),MAY,ເດືອນພຶດສະພາ,,
번역 완료,ADMIN. 캘린더,May,Month (full),May,ເດືອນພຶດສະພາ,,
병합 필요,ADMIN 콕콕관리,Meat / Seafood,,Meat / Seafood,ຊີ້ນ / ອາຫານທະເລ,,
병합 필요,ADMIN 콕콕관리,Membership,,Membership,ສະມາຊິກ,,
번역 완료,ADMIN 로지스틱스(보류),Memo,,Memo,ຂໍ້ຄວາມບັນທຶກ,,
번역 완료,ADMIN 콕콕관리,Method,,Method,ຊ່ອງທາງ,,
번역 완료,,Minimum,,Minimum,ຕໍ່າສຸດ,,
번역 완료,ADMIN 지원,Minimum payment,,Minimum payment,ການຊຳລະຕ່ຳສຸດ,,
번역 완료,ADMIN 드라이버관리,Minus,,Minus,ຄະແນນຕິດລົບ,,
병합 필요,"ADMIN 기타, ADMIN 드라이버관리, ADMIN 설정, ADMIN 정산, ADMIN 지원, ADMIN 차량관리, ADMIN 회원관리",Mobile number,,Mobile number,ເບີໂທລະສັບມືຖື,,
번역 완료,ADMIN 드라이버관리,Mobile number has been changed.,,Mobile number has been changed.,ເບີໂທລະສັບມືຖື ມີການປ່ຽນແປງ.,,
번역 완료,ADMIN 차량관리,Model,,Model,ລຸ້ນລົດ,,
번역 완료,ADMIN 차량관리,Model has been changed.,,Model has been changed.,ແບບໄດ້ຖືກຖືກປ່ຽນແປງແລ້ວ,,
번역 완료,"ADMIN 지원, ADMIN 회원관리",Modified date,,Modified date,ວັນທີ ແກ້ໄຂ,,
병합 필요,ADMIN. 캘린더,Mon,요일,Mon,ວັນຈັນ,,
번역 완료,ADMIN 드라이버관리,Money,,Money,ເງິນ,,
번역 완료,ADMIN 모니터링,Monitoring,Nav 모니터링 hover 텍스트,Monitoring,ການຕິດຕາມ,,
번역 완료,ADMIN 드라이버관리,Monthly delivery information,,Monthly delivery information,ຂໍ້ມູນ ການຮັບ-ສົ່ງ ປະຈຳເດືອນ,,
번역 완료,ADMIN 무브관리,More than 1km away,,More than 1km away,ໄກກວ່າ 1 ກິໂລແມັດ,ห่างออกไปกว่า 1 กม,
번역 완료,ADMIN 차량관리,Motor,,Motor,ມໍເຕີ,,
번역 완료,ADMIN 드라이버관리,Motorcycle,,Motorcycle,ລົດຈັກ,,
병합 필요,ADMIN 통계,Move (all data that has not been dispatched),,Move (all data that has not been dispatched),Move (ຂໍ້​ມູນ​ທັງ​ຫມົດ​ຍັງບໍ່​ໄດ້​ຈັດສົ່ງ),Move (ข้อมูลทั้งหมดยังไม่ถูกจัดส่ง),
병합 필요,ADMIN 통계,Move (all the data that has been dispatched),,Move (all the data that has been dispatched),Move (ຂໍ້​ມູນ​ທັງ​ຫມົດ​ທີ່​ໄດ້​ຖືກຈັດສົ່ງໄປແລ້ວ​),Move (ข้อมูลทั้งหมดที่ถูกจัดส่งไปแล้ว),
번역 완료,ADMIN 드라이버관리,Move complete,,Move complete,Move ສຳເລັດ,,
번역 완료,ADMIN 무브배차,Move dispatch,,Move dispatch,ຍ້າຍການຈັດສົ່ງ,ย้ายการจัดส่ง,
